seq_name,time_anno,ann_frames,vid_frames,dataset,split
ZY20210800002_H2_C4_N08_S105_s03_T2,"{'1': [[41, 120], [155, 284]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C9_N19_S350_s03_T2,"{'1': [[46, 120], [202, 245]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C9_N24_S350_s04_T2,"{'1': [[51, 113], [202, 263]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C12_N34_S157_s03_T1,"{'1': [[72, 112], [206, 263]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C13_N16_S189_s04_T4,"{'1': [[59, 113], [179, 264]], '2': [[0, 299]], '3': [[222, 232]]}",300,300,hoi4d,train
ZY20210800002_H2_C13_N26_S192_s02_T2,"{'1': [[61, 106], [173, 249]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N42_S278_s03_T4,"{'1': [[177, 253]], '2': [[0, 299]], '3': [[58, 96]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N15_S311_s04_T1,"{'1': [[48, 126], [180, 250]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N32_S313_s03_T1,"{'1': [[50, 135], [190, 274]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N37_S313_s05_T1,"{'1': [[51, 143], [195, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N16_S33_s03_T1,"{'1': [[46, 136], [189, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N32_S35_s01_T1,"{'1': [[41, 99], [144, 151], [182, 269]], '2': [[20, 99], [144, 165], [174, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N37_S35_s04_T1,"{'1': [[40, 149], [176, 279]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N12_S185_s03_T2,"{'1': [[77, 145], [210, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C12_N30_S200_s02_T2,"{'1': [[65, 146], [196, 263]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C13_N11_S132_s03_T1,"{'1': [[62, 125], [207, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C13_N48_S238_s03_T4,"{'1': [[57, 121], [185, 235]], '2': [[0, 299]], '3': [[205, 216]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N18_S286_s01_T1,"{'1': [[63, 115], [175, 221]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C20_N23_S289_s02_T2,"{'1': [[72, 121], [187, 236]], '2': [[0, 299]], '3': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C14_N23_S174_s01_T1,"{'1': [[66, 110], [188, 238]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C17_N07_S190_s02_T3,"{'1': [[55, 126], [207, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C17_N13_S138_s02_T1,"{'1': [[68, 91], [206, 230]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C17_N61_S259_s03_T1,"{'1': [[68, 142], [213, 282]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C17_N71_S262_s02_T3,"{'1': [[51, 101], [183, 234]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C18_N36_S162_s03_T1,"{'1': [[68, 106], [197, 244]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C1_N35_S104_s01_T2,"{'1': [[45, 118], [45, 119], [152, 180], [152, 181], [209, 268], [211, 263]], '2': [[18, 299], [20, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N33_S213_s04_T5,"{'1': [[49, 119], [180, 247]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N38_S213_s05_T5,"{'1': [[52, 127], [190, 256]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C4_N63_S385_s05_T1,"{'1': [[71, 119], [209, 243]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C4_N66_S391_s01_T1,"{'1': [[65, 110], [172, 217]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C9_N21_S300_s04_T2,"{'1': [[44, 110], [168, 228]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C9_N27_S306_s04_T2,"{'1': [[47, 116], [179, 244]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C9_N33_S303_s02_T2,"{'1': [[58, 131], [206, 262]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C9_N40_S45_s05_T2,"{'1': [[29, 151], [189, 259]], '2': [[14, 282]]}",300,300,hoi4d,train
ZY20210800003_H3_C9_N45_S303_s05_T2,"{'1': [[50, 114], [175, 241]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C11_N11_S151_s03_T1,"{'1': [[52, 105], [186, 236]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C11_N42_S148_s05_T1,"{'1': [[49, 98], [178, 237]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C12_N11_S173_s03_T1,"{'1': [[67, 126], [220, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C12_N16_S173_s04_T1,"{'1': [[59, 118], [191, 253]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C12_N22_S176_s01_T1,"{'1': [[57, 105], [196, 240]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C12_N36_S176_s03_T1,"{'1': [[60, 112], [194, 253]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C13_N28_S140_s01_T1,"{'1': [[61, 100], [187, 230]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C13_N33_S140_s02_T1,"{'1': [[74, 106], [209, 228]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C13_N38_S200_s04_T3,"{'1': [[63, 105], [168, 244]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C13_N45_S140_s05_T1,"{'1': [[69, 115], [209, 256]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C14_N28_S166_s01_T1,"{'1': [[55, 83], [99, 125], [196, 223], [231, 249]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C14_N38_S166_s04_T1,"{'1': [[59, 127], [211, 281]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C14_N49_S170_s01_T1,"{'1': [[61, 106], [210, 249]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C17_N25_S130_s02_T1,"{'1': [[82, 109], [215, 231]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N01_S237_s01_T1,"{'1': [[58, 101], [181, 246]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N13_S237_s04_T1,"{'1': [[69, 114], [185, 242]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N20_S237_s05_T1,"{'1': [[60, 111], [193, 258]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N24_S239_s01_T1,"{'1': [[66, 130], [218, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N30_S244_s03_T4,"{'1': [[63, 105], [176, 245]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N33_S6_s05_T1,"{'1': [[45, 127], [197, 265]], '2': [[12, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N36_S244_s04_T4,"{'1': [[54, 100], [169, 243]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N39_S239_s05_T2,"{'1': [[50, 96], [175, 260]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N43_S240_s01_T2,"{'1': [[49, 91], [160, 242]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C1_N50_S240_s03_T2,"{'1': [[50, 104], [177, 257]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C2_N32_S364_s04_T2,"{'1': [[53, 115], [189, 237]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C2_N44_S364_s05_T6,"{'1': [[52, 113], [194, 273]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N52_S373_s01_T1,"{'1': [[60, 134], [200, 280]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N54_S373_s04_T2,"{'1': [[47, 109], [164, 252]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N60_S377_s05_T2,"{'1': [[58, 110], [185, 245]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N63_S379_s01_T1,"{'1': [[45, 107], [176, 243]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C3_N67_S380_s02_T1,"{'1': [[57, 115], [190, 263]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C4_N01_S260_s03_T2,"{'1': [[67, 130], [207, 271]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C4_N05_S260_s04_T2,"{'1': [[49, 111], [197, 265]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C5_N14_S56_s02_T1,"{'1': [[40, 110], [173, 243]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C6_N11_S82_s01_T1,"{'1': [[40, 54], [85, 111], [156, 173], [216, 245]], '2': [[0, 122], [137, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C6_N51_S378_s04_T1,"{'1': [[43, 60], [109, 157], [213, 257]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C6_N54_S378_s04_T1,"{'1': [[44, 57], [110, 155], [218, 266]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C11_N17_S193_s02_T3,"{'1': [[64, 110], [203, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C11_N42_S243_s05_T4,"{'1': [[56, 131], [202, 260]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C11_N54_S368_s05_T1,"{'1': [[51, 126], [203, 266]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C11_N56_S368_s05_T2,"{'1': [[65, 112], [190, 266]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C11_N62_S383_s05_T3,"{'1': [[72, 122], [195, 236]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C13_N17_S234_s02_T1,"{'1': [[56, 104], [185, 240]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C13_N26_S233_s01_T1,"{'1': [[63, 112], [187, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800004_H4_C13_N47_S186_s01_T3,"{'1': [[53, 97], [171, 226]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N45_S39_s05_T2,"{'1': [[39, 113], [133, 234]], '2': [[8, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N48_S37_s01_T2,"{'1': [[29, 59], [80, 124], [158, 258]], '2': [[12, 59], [80, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C6_N03_S245_s01_T1,"{'1': [[48, 127], [184, 273]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C6_N10_S245_s03_T1,"{'1': [[40, 123], [181, 266]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C7_N21_S79_s03_T1,"{'1': [[39, 120], [168, 271]], '2': [[8, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C7_N29_S81_s02_T3,"{'1': [[35, 116], [167, 235]], '2': [[12, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C7_N40_S57_s04_T1,"{'1': [[38, 138], [175, 265]], '2': [[14, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C9_N12_S350_s01_T2,"{'1': [[47, 106], [180, 248]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C9_N36_S349_s04_T1,"{'1': [[45, 103], [176, 249]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C9_N47_S344_s03_T2,"{'1': [[59, 122], [187, 253]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C11_N11_S133_s03_T1,"{'1': [[68, 134], [214, 274]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C11_N15_S133_s04_T1,"{'1': [[61, 130], [210, 276]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C11_N20_S133_s05_T1,"{'1': [[72, 129], [213, 269]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C11_N40_S137_s02_T1,"{'1': [[63, 123], [211, 269]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C12_N12_S154_s04_T1,"{'1': [[76, 132], [207, 253]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C12_N16_S346_s02_T1,"{'1': [[46, 105], [180, 240]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C12_N21_S157_s01_T1,"{'1': [[88, 124], [215, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C12_N26_S157_s02_T1,"{'1': [[76, 123], [232, 282]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C13_N12_S124_s03_T1,"{'1': [[77, 117], [221, 259]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C13_N21_S192_s01_T3,"{'1': [[56, 105], [179, 258]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C13_N36_S192_s03_T2,"{'1': [[69, 104], [178, 242]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C17_N09_S356_s01_T1,"{'1': [[53, 107], [187, 245]], '2': [[0, 31], [36, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C17_N57_S253_s02_T1,"{'1': [[73, 126], [202, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C18_N13_S135_s03_T1,"{'1': [[75, 113], [201, 244]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C18_N30_S131_s02_T1,"{'1': [[85, 136], [227, 262]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C18_N35_S131_s03_T1,"{'1': [[61, 104], [190, 233]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C18_N48_S135_s01_T1,"{'1': [[89, 133], [221, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C1_N27_S90_s02_T1,"{'1': [[31, 150], [183, 283]], '2': [[9, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C1_N42_S84_s03_T1,"{'1': [[33, 166], [203, 294]], '2': [[9, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C2_N27_S217_s02_T1,"{'1': [[46, 103], [162, 230]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C2_N36_S217_s04_T2,"{'1': [[41, 93], [152, 223]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C2_N45_S219_s01_T3,"{'1': [[51, 119], [181, 233]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C3_N08_S277_s01_T2,"{'1': [[43, 112], [176, 253]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C3_N26_S279_s01_T2,"{'1': [[49, 127], [183, 277]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C3_N34_S279_s03_T2,"{'1': [[48, 121], [167, 258]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C3_N46_S284_s02_T2,"{'1': [[51, 127], [187, 256]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C5_N11_S58_s01_T1,"{'1': [[41, 132], [177, 258]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C5_N48_S61_s04_T1,"{'1': [[56, 148], [191, 242]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C6_N39_S252_s02_T1,"{'1': [[52, 120], [186, 248]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800003_H3_C9_N15_S306_s03_T2,"{'1': [[51, 124], [192, 260]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N22_S263_s03_T3,"{'1': [[67, 123], [199, 253]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N24_S263_s04_T4,"{'1': [[51, 96], [180, 247]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N27_S263_s05_T4,"{'1': [[56, 106], [182, 250]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N29_S263_s05_T4,"{'1': [[64, 112], [193, 255]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N31_S268_s03_T6,"{'1': [[62, 119], [187, 251]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N34_S265_s01_T4,"{'1': [[56, 97], [167, 238]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N36_S265_s02_T4,"{'1': [[64, 107], [197, 273]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N39_S265_s03_T4,"{'1': [[55, 98], [185, 240]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N42_S269_s01_T6,"{'1': [[65, 125], [208, 279]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C4_N68_S391_s02_T2,"{'1': [[70, 132], [201, 254]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C5_N46_S57_s05_T1,"{'1': [[47, 150], [197, 245]], '2': [[11, 277]]}",300,300,hoi4d,train
ZY20210800001_H1_C6_N11_S247_s03_T1,"{'1': [[57, 130], [188, 259]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N13_S276_s01_T3,"{'1': [[54, 103], [168, 240]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N16_S59_s02_T2,"{'1': [[41, 142], [182, 275]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N19_S276_s03_T3,"{'1': [[57, 103], [166, 232]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N22_S272_s01_T1,"{'1': [[61, 125], [180, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N24_S59_s03_T1,"{'1': [[40, 108], [155, 230]], '2': [[13, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N27_S272_s02_T2,"{'1': [[63, 130], [194, 259]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N29_S60_s02_T1,"{'1': [[46, 131], [172, 254]], '2': [[15, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N32_S272_s03_T2,"{'1': [[57, 121], [174, 241]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N34_S61_s01_T1,"{'1': [[42, 140], [186, 259]], '2': [[19, 283]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N37_S272_s05_T2,"{'1': [[66, 138], [199, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C7_N49_S274_s03_T2,"{'1': [[64, 153], [222, 287]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N12_S73_s01_T1,"{'1': [[43, 156], [197, 280]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N20_S311_s05_T1,"{'1': [[47, 99], [165, 225]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N23_S76_s01_T1,"{'1': [[42, 156], [196, 276]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N39_S77_s01_T1,"{'1': [[44, 148], [191, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C8_N41_S77_s02_T1,"{'1': [[55, 173], [205, 299]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N11_S33_s01_T1,"{'1': [[31, 154], [189, 272]], '2': [[20, 170], [178, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N23_S34_s02_T2,"{'1': [[40, 137], [177, 260]], '2': [[17, 293]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N42_S33_s05_T2,"{'1': [[36, 174], [208, 279]], '2': [[20, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C9_N49_S36_s05_T2,"{'1': [[44, 196], [222, 291]], '2': [[16, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N07_S185_s02_T2,"{'1': [[70, 133], [191, 258]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N17_S185_s05_T2,"{'1': [[68, 132], [206, 278]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N22_S187_s01_T3,"{'1': [[55, 115], [179, 238]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N52_S367_s02_T2,"{'1': [[62, 117], [185, 264]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N58_S376_s02_T2,"{'1': [[66, 110], [182, 254]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C11_N60_S376_s02_T2,"{'1': [[63, 115], [183, 242]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C12_N36_S165_s03_T1,"{'1': [[83, 163], [229, 275]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C12_N41_S165_s04_T1,"{'1': [[58, 140], [217, 264]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C12_N46_S169_s01_T1,"{'1': [[72, 150], [210, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C13_N16_S132_s04_T1,"{'1': [[72, 141], [230, 269]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C13_N21_S136_s01_T1,"{'1': [[74, 136], [214, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C13_N40_S136_s02_T1,"{'1': [[77, 134], [208, 256]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C14_N27_S333_s01_T1,"{'1': [[60, 102], [206, 249]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C14_N32_S155_s02_T1,"{'1': [[60, 134], [200, 259]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C17_N19_S159_s03_T3,"{'1': [[49, 113], [185, 231]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C17_N59_S266_s02_T3,"{'1': [[58, 110], [191, 239]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C18_N36_S147_s03_T1,"{'1': [[54, 131], [188, 268]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C18_N44_S394_s01_T1,"{'1': [[61, 123], [192, 246]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C1_N06_S336_s04_T1,"{'1': [[21, 136], [176, 283]], '2': [[11, 287]]}",300,300,hoi4d,train
ZY20210800002_H2_C1_N19_S339_s05_T1,"{'1': [[28, 131], [166, 272]], '2': [[12, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C1_N28_S87_s04_T1,"{'1': [[34, 137], [164, 273]], '2': [[13, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C1_N37_S88_s04_T1,"{'1': [[23, 147], [170, 279]], '2': [[10, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C1_N47_S89_s04_T1,"{'1': [[28, 67], [85, 132], [163, 203], [234, 271]], '2': [[11, 67], [85, 203], [234, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C2_N19_S25_s05_T1,"{'1': [[44, 126], [162, 270]], '2': [[12, 294]]}",300,300,hoi4d,train
ZY20210800002_H2_C2_N32_S30_s01_T1,"{'1': [[44, 146], [185, 279]], '2': [[22, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C2_N46_S29_s03_T1,"{'1': [[18, 134], [166, 201], [218, 278]], '2': [[6, 201], [218, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C3_N06_S353_s04_T1,"{'1': [[46, 125], [194, 261]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C3_N24_S353_s03_T1,"{'1': [[47, 116], [186, 255]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N12_S263_s01_T3,"{'1': [[57, 115], [186, 240]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N15_S121_s03_T1,"{'1': [[48, 133], [166, 265]], '2': [[11, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N17_S263_s02_T3,"{'1': [[60, 137], [201, 259]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800002_H2_C5_N20_S255_s05_T1,"{'1': [[71, 137], [212, 269]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N15_S93_s02_T2,"{'2': [[16, 299]], '1': [[35, 108], [139, 253]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N21_S213_s01_T3,"{'1': [[66, 116], [185, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N25_S27_s02_T1,"{'1': [[44, 63], [84, 126], [179, 228]], '2': [[29, 63], [84, 260]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N29_S92_s04_T2,"{'1': [[35, 141], [179, 276]], '2': [[15, 288]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N42_S214_s01_T6,"{'1': [[62, 149], [209, 270]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C2_N46_S54_s02_T2,"{'1': [[32, 85], [131, 270]], '2': [[16, 285]]}",300,300,hoi4d,train
ZY20210800001_H1_C3_N08_S28_s05_T1,"{'1': [[30, 119], [157, 227]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C3_N28_S19_s03_T2,"{'1': [[44, 102], [126, 168], [202, 271]], '2': [[25, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C4_N01_S19_s05_T2,"{'1': [[41, 80], [106, 140], [188, 225], [239, 275]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C1_N28_S100_s03_T1,"{'1': [[42, 113], [157, 266]], '2': [[0, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C1_N20_S108_s03_T1,"{'1': [[30, 139], [197, 273]], '2': [[15, 299]]}",300,300,hoi4d,train
ZY20210800001_H1_C1_N44_S99_s02_T1,"{'1': [[45, 145], [207, 284]], '2': [[6, 299]]}",300,300,hoi4d,train
